genres,keywords,production_companies,tagline,title,cast,director
Horror Action Science Fiction,martial arts mutant dystopia rescue conspiracy,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Ltd."", ""id"": 53530}]",You're all going to die.,Resident Evil: Apocalypse,Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur,Alexander Witt
Comedy Romance,london england lovesickness thailand clumsy fellow to drop brick,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Atlantic Television"", ""id"": 11357}, {""name"": ""Little Bird"", ""id"": 11358}]",Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,Ren\u00e9e Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones,Beeban Kidron
Thriller Crime Drama,miami florida double murder divorce,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Monarch Pictures"", ""id"": 966}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",The Clock Is Ticking...,Out of Time,Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain,Carl Franklin
Action Thriller,fight inuit petrol company alaska,"[{""name"": ""Warner Bros."", ""id"": 6194}]",His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey,Steven Seagal
Adventure Family Science Fiction,imaginary friend outcast,"[{""name"": ""Troublemaker Studios"", ""id"": 10807}]",Smaller heroes. Just as super.,The Adventures of Sharkboy and Lavagirl,Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis,Robert Rodriguez
Drama Adventure Romance Thriller,hippie exotic island beach map group dynamics,"[{""name"": ""Figment Films"", ""id"": 359}]",Somewhere on this planet it must exist.,The Beach,Leonardo DiCaprio Guillaume Canet Tilda Swinton Virginie Ledoyen Staffan Kihlbom,Danny Boyle
Drama Comedy Romance,new york pastor world of fasion loss of parents mannequin,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Mandeville Films"", ""id"": 10227}]",Her uptown life gets turned inside out!,Raising Helen,Kate Hudson John Corbett Joan Cusack Hayden Panettiere Spencer Breslin,Garry Marshall
Action Crime Thriller,assassination assassin ninja fighter revenge ninja,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""Rocklock Films"", ""id"": 69582}]","Fear not the weapon, but the hand that wields it.",Ninja Assassin,Rain Naomie Harris Sung Kang Randall Duk Kim Rick Yune,James McTeigue
Drama Romance,baseball trainer career legend training,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Pictures"", ""id"": 10157}]",Billy Chapel must choose between the woman he loves and the game he lives for.,For Love of the Game,Kevin Costner Kelly Preston John C. Reilly Jena Malone J.K. Simmons,Sam Raimi
Drama Thriller Crime,blackmail strip club striptease police u.s. congress,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]",Some People Get Into Trouble No Matter What They WEAR.,Striptease,Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick,Andrew Bergman
Family Comedy, ,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",Live Large,Marmaduke,Owen Wilson Emma Stone George Lopez Christopher Mintz-Plasse Steve Coogan,Tom Dey
Drama Fantasy, ,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]",Touched by death. Changed by life.,Hereafter,Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis,Clint Eastwood
Crime Drama Thriller,detective secret fbi homicide evidence,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Schroeder Hoffman Productions"", ""id"": 23382}]",The only flaw in their plan was her.,Murder by Numbers,Sandra Bullock Ben Chaplin Ryan Gosling Michael Pitt Agnes Bruckner,Barbet Schroeder
Action Adventure Crime Thriller,competition assassination cia bank cat,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Donner/Shuler-Donner Productions"", ""id"": 23397}, {""name"": ""Evansgideon/Lazar"", ""id"": 25061}]","In the shadows of life, In the business of death, One man found a reason to live...",Assassins,Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson,Richard Donner
Crime Drama Thriller,winter psychopath horror serial killer,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""ETIC Films"", ""id"": 2979}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Zephyr Films"", ""id"": 16923}, {""name"": ""Young Hannibal Productions"", ""id"": 20394}, {""name"": ""Carthago Films S.a.r.l."", ""id"": 20395}]",It started with revenge.,Hannibal Rising,Gaspard Ulliel Aaran Thomas Gong Li Dominic West Rhys Ifans,Peter Webber
Comedy Drama Romance,love of one's life therapist psychology wedding relationship,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]", ,The Story of Us,Bruce Willis Michelle Pfeiffer Rob Reiner Colleen Rennison Jake Sandvig,Rob Reiner
Action Adventure Romance Science Fiction Thriller,based on novel mass murder dystopia genocide alien invasion,"[{""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]",You will be one of us,The Host,Saoirse Ronan Diane Kruger Jake Abel William Hurt Frances Fisher,Andrew Niccol
Action Drama Mystery Thriller Crime,drug addiction military court panama military service court,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Krane Entertainment"", ""id"": 25358}]",Deception is their most deadly weapon.,Basic,John Travolta Connie Nielsen Samuel L. Jackson Giovanni Ribisi Tim Daly,John McTiernan
Crime Drama Mystery Thriller,houseboat heart investigation police ex-cop,"[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",He's a heartbeat away from catching the killer,Blood Work,Clint Eastwood Jeff Daniels Anjelica Huston Wanda De Jesus Tina Lifford,Clint Eastwood
Drama Thriller Crime,duringcreditsstinger,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}]",Is your money making a killing?,The International,Clive Owen Naomi Watts Armin Mueller-Stahl Ulrich Thomsen Br\u00edan F. O'Byrne,Tom Tykwer
Action Adventure Science Fiction Thriller,prison usa president earthquake dystopia attempt to escape,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]",Snake Is Back.,Escape from L.A.,Kurt Russell Stacy Keach Steve Buscemi Pam Grier Cliff Robertson,John Carpenter
Adventure Animation Family Fantasy Science Fiction,cold war friendship giant robot sitting on a toilet fear of unknown,"[{""name"": ""Warner Bros. Animation"", ""id"": 2785}]",It came from outer space!,The Iron Giant,Eli Marienthal Jennifer Aniston Vin Diesel Christopher McDonald Harry Connick Jr.,Brad Bird
Adventure Comedy Drama,ocean film making loss of mother cynic red cap,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]","The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,Bill Murray Anjelica Huston Cate Blanchett Willem Dafoe Owen Wilson,Wes Anderson
War Action Drama History Thriller,slavery american civil war,"[{""name"": ""Larger Than Life Productions"", ""id"": 1163}, {""name"": ""Vendian Entertainment"", ""id"": 50481}, {""name"": ""Route One Films"", ""id"": 50482}]",Based on the incredible true story.,Free State of Jones,Matthew McConaughey Gugu Mbatha-Raw Mahershala Ali Keri Russell Jacob Lofland,Gary Ross
Drama Thriller Crime,prison journalist texas professor death penalty,"[{""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Dirty Hands Productions"", ""id"": 81128}]",The crime is clear. The truth is not.,The Life of David Gale,Kevin Spacey Kate Winslet Laura Linney Gabriel Mann Rhona Mitra,Alan Parker
Comedy Action, ,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Bel Air Entertainment"", ""id"": 788}]",Protecting witnesses is a challenge. Living with them is impossible.,Man of the House,Tommy Lee Jones Cedric the Entertainer Christina Milian Paula Garc\u00e9s Monica Keena,Stephen Herek
Action Crime Drama Mystery Thriller,hitman revenge murder on the run mobster,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",No sin goes unpunished,Run All Night,Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,Jaume Collet-Serra
Thriller Crime Mystery,london england gay male nudity female nudity father son relationship,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Shine Pictures"", ""id"": 16880}, {""name"": ""Kudos Film and Television"", ""id"": 20244}]",Every sin leaves a mark.,Eastern Promises,Naomi Watts Viggo Mortensen Vincent Cassel Armin Mueller-Stahl Sin\u00e9ad Cusack,David Cronenberg
Action Thriller Adventure Crime,diving cocaine shipwreck sailing airplane,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",Treasure has its price.,Into the Blue,Paul Walker Jessica Alba Scott Caan Ashley Scott Josh Brolin,John Stockwell
Adventure Drama Action History War,schizophrenia france rape siege biography,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gaumont"", ""id"": 9}]", ,The Messenger: The Story of Joan of Arc,Milla Jovovich Dustin Hoffman Faye Dunaway John Malkovich Vincent Cassel,Luc Besson
Comedy,kidnapping traitor virgin prince princess,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Stuber Productions"", ""id"": 4403}]",Get your quest on.,Your Highness,Danny McBride James Franco Natalie Portman Zooey Deschanel Justin Theroux,David Gordon Green
Drama Thriller Mystery,house fire extension ladder last day on job,"[{""name"": ""Cliffjack Motion Pictures"", ""id"": 8430}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","Once upon a time, there were two little girls who lived in a house.",Dream House,Daniel Craig Naomi Watts Rachel Weisz Marton Csokas Elias Koteas,Jim Sheridan
Action Drama Thriller,journalist museum hostage drama independent film,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]",One man will make a mistake. The other will make it a spectacle.,Mad City,John Travolta Dustin Hoffman Mia Kirshner Alan Alda Robert Prosky,Costa-Gavras
Action Adventure Comedy Family,baby hoodlum lost child,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",No bib. No crib. No problem.,Baby's Day Out,Joe Mantegna Lara Flynn Boyle Joe Pantoliano Brian Haley Cynthia Nixon,Patrick Read Johnson
Drama History Romance,based on novel burning of witches puritan pregnancy period drama,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,Demi Moore Gary Oldman Robert Duvall Robert Prosky Edward Hardwicke,Roland Joff\u00e9
Drama Thriller,cia nuclear scientist iraq politician duringcreditsstinger,"[{""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Participant Media"", ""id"": 6735}]",Wife. Mother. Spy.,Fair Game,Naomi Watts Sean Penn Ty Burrell Brooke Smith Bruce McGill,Doug Liman
Action Crime,bounty hunter fbi weapon spectacle,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Metropolitan Filmexport"", ""id"": 656}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Domino 17521"", ""id"": 56181}]",Heads You Live... Tails You Die.,Domino,Keira Knightley Mickey Rourke Edgar Ram\u00edrez Delroy Lindo Mo'Nique,Tony Scott
Action Thriller Mystery Romance,callgirl san francisco investigation murder,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",Some fantasies go too far.,Jade,David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna,William Friedkin
Action Thriller Science Fiction,dystopia mind control gun battle wrongful imprisonment dystopic future,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Lionsgate"", ""id"": 1632}]","In the near future, you don't live to play... you'll play to live.",Gamer,Gerard Butler Michael C. Hall Logan Lerman Amber Valletta Terry Crews,Brian Taylor
Fantasy Drama Romance,civil war southern usa magic light dark,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Belle Pictures"", ""id"": 32184}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]",Dark secrets will come to light.,Beautiful Creatures,Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum,Richard LaGravenese
Comedy Crime Drama Thriller,corruption moderator tv show success irish mob,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Filmfour"", ""id"": 6705}]",Get ready for an unexpected hit.,Death to Smoochy,Robin Williams Catherine Keener Edward Norton Danny DeVito Jon Stewart,Danny DeVito
Comedy,stupidity sequel fashion male model fashion model,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Red Hour Films"", ""id"": 12178}]",Long time no Z,Zoolander 2,Ben Stiller Owen Wilson Will Ferrell Pen\u00e9lope Cruz Kristen Wiig,Ben Stiller
Comedy Crime,hotel robbery based on novel judge hawaii,"[{""name"": ""Shangri-La Entertainment"", ""id"": 2265}, {""name"": ""Material"", ""id"": 67989}, {""name"": ""Taormina Productions"", ""id"": 78070}]",It's all in who you trust,The Big Bounce,Owen Wilson Morgan Freeman Gary Sinise Sara Foster Willie Nelson,George Armitage
Comedy Drama Romance Science Fiction,noises alien life-form erection neue frau alien,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",What Planet Are You From?,Garry Shandling Annette Bening John Goodman Greg Kinnear Linda Fiorentino,Mike Nichols
Fantasy Thriller Action Crime,bone car explosion premarital sex satanic cult driver's license,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}]",One hell of a ride.,Drive Angry,Nicolas Cage Amber Heard William Fichtner Billy Burke David Morse,Patrick Lussier
Action Adventure Science Fiction Thriller,martial arts revenge street fighter based on video game,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hyde Park Films"", ""id"": 1172}]",Some fight for power. Some fight for us.,Street Fighter: The Legend of Chun-Li,Kristin Kreuk Chris Klein Neal McDonough Michael Clarke Duncan Moon Bloodgood,Andrzej Bartkowiak
Action Science Fiction Thriller,dual identity,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}, {""name"": ""Wonder works studios entertainment group"", ""id"": 93580}]",Stealing the power of the universes one by one.,The One,Jet Li Jason Statham Carla Gugino Delroy Lindo James Morrison,James Wong
Action Comedy Thriller Crime Mystery,rock and roll show business rock star heavy metal murder,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Silver Pictures"", ""id"": 1885}]",Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,Andrew Dice Clay Wayne Newton Priscilla Presley Morris Day Lauren Holly,Renny Harlin
Drama Comedy,great britain musical rock pirate radio swinging 60s,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Medienproduktion Prometheus Filmgesellschaft"", ""id"": 12196}, {""name"": ""Portobello Studios"", ""id"": 12197}, {""name"": ""Tightrope Pictures"", ""id"": 12198}]",On air. Off shore. Out of control.,The Boat That Rocked,Tom Sturridge Philip Seymour Hoffman Rhys Ifans Bill Nighy Emma Thompson,Richard Curtis
